iter	Logloss
237	0.2737685872
238	0.2737218294
239	0.2736806315
240	0.2736421549
241	0.2736054492
242	0.2735667318
243	0.2735274967
244	0.2734988704
245	0.2734735807
246	0.2734573307
247	0.2734098047
248	0.2733633171
249	0.2733368294
250	0.2732970085
251	0.2732663346
252	0.2732329557
253	0.2731839486
254	0.2731484082
255	0.2731039941
256	0.2730791569
257	0.273052207
258	0.2730210807
259	0.2730012793
260	0.2729767546
261	0.2729326986
262	0.2728976042
263	0.2728811393
264	0.2728455827
265	0.2728141927
266	0.2727880404
267	0.2727547982
268	0.2727305632
269	0.2726854492
270	0.2726611523
271	0.272637679
272	0.2726118066
273	0.2725741211
274	0.2725309961
275	0.272500944
276	0.2724626074
277	0.2724413509
278	0.2724144271
279	0.2723824121
280	0.2723443327
281	0.2723236361
282	0.2722836003
283	0.2722591699
284	0.2722399967
285	0.2722151367
286	0.2721874805
287	0.2721639518
288	0.2721274772
289	0.272103763
290	0.2720711979
291	0.272055472
292	0.2720238965
293	0.2720128158
294	0.2719704167
295	0.2719413053
296	0.2719158008
297	0.2718916146
298	0.2718677051
299	0.271843724
300	0.27183
301	0.271809362
302	0.2717881543
303	0.2717697754
304	0.2717434147
305	0.2717238021
306	0.2716816829
307	0.2716591895
308	0.2716374414
309	0.271612321
310	0.2715880664
311	0.2715464421
312	0.2715166504
313	0.2714892415
314	0.2714785124
315	0.2714524544
316	0.2714240462
317	0.2714052702
318	0.2713837337
319	0.2713650228
320	0.2713166797
321	0.2712872038
322	0.2712707064
323	0.2712522689
324	0.2712338509
325	0.2712130143
326	0.2711714876
327	0.2711269173
328	0.2711002637
329	0.2710663509
330	0.2710541471
331	0.2710367871
332	0.2709897493
333	0.2709725781
334	0.2709474512
335	0.2709237695
336	0.270900446
337	0.2708778906
338	0.2708567806
339	0.2708321224
340	0.2708129167
341	0.270792487
342	0.2707694466
343	0.2707466536
344	0.2707269889
345	0.2707064421
346	0.2706853776
347	0.2706722982
348	0.2706499544
349	0.2706404492
350	0.2706302018
351	0.2705926139
352	0.2705773079
353	0.2705579492
354	0.2705420312
355	0.2705232064
356	0.2704918717
357	0.270473571
358	0.270453903
359	0.2704288997
360	0.2704134277
361	0.2704029753
362	0.2703768424
363	0.2703559701
364	0.2703407357
365	0.2703219922
366	0.2703032715
367	0.2702903255
368	0.2702790039
369	0.2702687174
370	0.2702488021
371	0.2702372331
372	0.2702238672
373	0.2702051204
374	0.2701863151
375	0.2701636654
376	0.2701447559
377	0.2701236849
378	0.2701111328
379	0.2700951986
380	0.2700742318
381	0.2700474316
382	0.2700380599
383	0.2700197819
384	0.2699976107
385	0.2699833691
386	0.269965931
387	0.2699433496
388	0.2699202539
389	0.269905
390	0.2698845345
391	0.2698725586
392	0.2698640072
393	0.2698513379
394	0.2698359147
395	0.2698185742
396	0.2698002832
397	0.2697884277
398	0.2697718685
399	0.2697430241
400	0.2697211035
401	0.269699069
402	0.2696604199
403	0.2696365658
404	0.2696130339
405	0.2695994141
406	0.2695760417
407	0.2695538216
408	0.2695398926
409	0.2695271191
410	0.2695110254
411	0.2694988184
412	0.2694816439
413	0.2694694727
414	0.2694436393
415	0.2694189095
416	0.2694041667
417	0.2693926367
418	0.2693601335
419	0.269342207
420	0.2693285938
421	0.2693114714
422	0.2693002604
423	0.2692849056
424	0.2692727148
425	0.2692513574
426	0.269230599
427	0.2692147005
428	0.2692012988
429	0.269188291
430	0.2691744076
431	0.2691573307
432	0.269146123
433	0.2691273568
434	0.2691150065
435	0.2690972201
436	0.269081556
437	0.2690676986
438	0.269047513
439	0.2690383236
440	0.2690296582
441	0.2690215527
442	0.2690111361
443	0.2689835905
444	0.2689684928
445	0.2689420638
446	0.2689277116
447	0.268912998
448	0.2688932552
449	0.2688826302
450	0.2688575618
451	0.2688465723
452	0.2688302507
453	0.2688133138
454	0.2688058496
455	0.2687898503
456	0.2687643066
457	0.2687468294
458	0.2687346973
459	0.2687205241
460	0.2687116276
461	0.2686957422
462	0.2686813249
463	0.2686543978
464	0.2686418587
465	0.2686355404
466	0.2686161035
467	0.2685954492
468	0.2685842057
469	0.2685661263
470	0.2685513607
471	0.2685331185
472	0.268507666
473	0.2684868359
474	0.2684691081
475	0.268459248
476	0.2684341081
477	0.2684166276
478	0.2684051237
479	0.2683932454
480	0.2683775358
481	0.268361071
482	0.2683514941
483	0.2683369759
484	0.2683202962
485	0.2683064681
486	0.2683006348
487	0.2682826139
488	0.2682521973
489	0.2682243457
490	0.2682147689
491	0.2681997493
492	0.2681844857
493	0.2681705632
494	0.2681592806
495	0.2681374837
496	0.2681198828
497	0.2681114258
498	0.2681000977
499	0.2680880013
500	0.2680646224
501	0.2680524349
502	0.2680438639
503	0.2680307715
504	0.2680130371
505	0.2680002181
506	0.2679847201
507	0.2679697917
508	0.2679588086
509	0.2679455404
510	0.2679309928
511	0.2679198014
512	0.2678985449
513	0.2678868392
514	0.2678667415
515	0.2678512533
516	0.267839388
517	0.2678269368
518	0.2678073828
519	0.2677846257
520	0.2677732487
521	0.2677575358
522	0.2677282845
523	0.2677194303
524	0.2677069206
525	0.2676925716
526	0.2676829264
527	0.2676625911
528	0.2676496842
529	0.2676401888
530	0.2676314258
531	0.2676189063
532	0.267610931
533	0.2675956315
534	0.2675813151
535	0.2675631152
536	0.2675492546
537	0.2675371908
538	0.2675296224
539	0.2675135579
540	0.2674966243
541	0.2674685677
542	0.2674561003
543	0.2674462337
544	0.2674303613
545	0.2674181673
546	0.2674070736
547	0.2673904948
548	0.267375446
549	0.2673649642
550	0.2673534375
551	0.2673385807
552	0.2673131152
553	0.2673024577
554	0.2672927604
555	0.2672820312
556	0.2672710449
557	0.2672605469
558	0.2672490527
559	0.2672417188
560	0.2672309603
561	0.2672208529
562	0.2672130306
563	0.2671989421
564	0.2671901465
565	0.2671783789
566	0.2671680729
567	0.2671538737
568	0.2671461263
569	0.2671369466
570	0.2671161003
571	0.2671078451
572	0.2670975488
573	0.2670876302
574	0.267074082
575	0.2670665072
576	0.2670555371
577	0.2670394238
578	0.2670226562
579	0.2670114811
580	0.26700139
581	0.266991722
582	0.2669839941
583	0.2669702572
584	0.2669551693
585	0.2669480046
586	0.2669340495
587	0.266916709
588	0.2669065137
589	0.2668938965
590	0.2668797168
591	0.2668647428
592	0.2668556738
593	0.2668492676
594	0.266824209
595	0.2668153776
596	0.2668060449
597	0.2667936035
598	0.2667835352
599	0.2667645378
600	0.2667558073
601	0.2667321484
602	0.2667101725
603	0.2666962826
604	0.2666870247
605	0.2666801335
606	0.2666757813
607	0.2666649642
608	0.2666556673
609	0.2666434733
610	0.2666365885
611	0.2666264974
612	0.2666053288
613	0.266585459
614	0.266578763
615	0.2665686719
616	0.2665526823
617	0.266544056
618	0.2665368392
619	0.2665228613
620	0.2665137044
621	0.2664986523
622	0.2664921387
623	0.2664803548
624	0.2664705241
625	0.2664535059
626	0.2664353939
627	0.2664274577
628	0.2664155208
629	0.266407015
630	0.2663944401
631	0.2663883236
632	0.2663764225
633	0.2663652181
634	0.2663529427
635	0.2663457259
636	0.2663317253
637	0.266311071
638	0.2663017708
639	0.2662848307
640	0.2662761068
641	0.2662647917
642	0.2662530046
643	0.2662448991
644	0.2662332324
645	0.2662183757
646	0.2662106087
647	0.2661929427
648	0.2661736621
649	0.2661606803
650	0.2661538379
651	0.2661426595
652	0.2661346484
653	0.2661259993
654	0.2661136556
655	0.2661031836
656	0.2660939909
657	0.2660843522
658	0.2660782292
659	0.2660726465
660	0.2660656673
661	0.2660540104
662	0.2660402897
663	0.2660334798
664	0.2660229264
665	0.2660123079
666	0.2660007357
667	0.2659921549
668	0.265977806
669	0.2659661328
670	0.2659556283
671	0.2659425846
672	0.2659362109
673	0.2659261328
674	0.2659113997
675	0.2659027572
676	0.2658758594
677	0.2658601139
678	0.2658504525
679	0.2658420378
680	0.2658319922
681	0.2658235514
682	0.2658107422
683	0.2657993327
684	0.2657828613
685	0.2657755176
686	0.2657675228
687	0.2657577376
688	0.2657481217
689	0.2657310124
690	0.2657217676
691	0.265714235
692	0.2657054915
693	0.2656942513
694	0.2656770931
695	0.2656677539
696	0.2656623633
697	0.2656526855
698	0.265645013
699	0.2656307845
700	0.2656232031
701	0.265611735
702	0.2656009603
703	0.2655948698
704	0.2655876107
705	0.2655654687
706	0.2655555566
707	0.2655420378
708	0.2655302604
709	0.2655196712
710	0.2655078418
711	0.2655027507
712	0.2654903223
713	0.2654832617
714	0.2654714811
715	0.2654651172
716	0.2654544824
717	0.2654452572
718	0.2654400456
719	0.2654205013
720	0.2654124935
721	0.2654050163
722	0.2653916797
723	0.2653832975
724	0.2653744564
725	0.2653663281
726	0.2653576367
727	0.2653455241
728	0.265340459
729	0.2653349089
730	0.265322474
731	0.265317487
732	0.2653067188
733	0.2652948405
734	0.2652817969
735	0.2652749154
736	0.2652597135
737	0.2652507031
738	0.2652465527
739	0.2652394303
740	0.2652340885
741	0.2652240267
742	0.2652157129
743	0.26520764
744	0.2652011589
745	0.2651919271
746	0.2651818913
747	0.2651691439
748	0.2651601986
749	0.2651467643
750	0.2651401042
751	0.2651322103
752	0.2651214453
753	0.2651135189
754	0.2651031706
755	0.2650933008
756	0.2650793262
757	0.2650663574
758	0.2650578841
759	0.2650504622
760	0.2650431738
761	0.26503
762	0.2650233919
763	0.2650078809
764	0.2650004427
765	0.2649939421
766	0.2649866211
767	0.2649795182
768	0.2649708724
769	0.2649611589
770	0.264957041
771	0.2649401628
772	0.264929222
773	0.2649226693
774	0.2649091829
775	0.2649010319
776	0.2648942643
777	0.2648770768
778	0.2648646061
779	0.2648554102
780	0.2648443197
781	0.2648351725
782	0.2648237988
783	0.2648157357
784	0.2648073275
785	0.2648030729
786	0.2647928288
787	0.2647881999
788	0.2647788184
789	0.2647679948
790	0.2647579655
791	0.2647458268
792	0.2647398828
793	0.2647348047
794	0.2647270378
795	0.264720625
796	0.2647110189
797	0.2647044694
798	0.264692679
799	0.2646817188
800	0.2646725488
801	0.2646642318
802	0.2646578158
803	0.264646901
804	0.2646385156
805	0.2646287305
806	0.2646208822
807	0.2646142448
808	0.2645972884
809	0.2645897754
810	0.2645844173
811	0.2645801497
812	0.2645723437
813	0.2645632682
814	0.2645567025
815	0.2645471257
816	0.264535498
817	0.2645325
818	0.2645269499
819	0.264515944
820	0.2645043229
821	0.2644913314
822	0.2644819238
823	0.2644755241
824	0.2644644466
825	0.2644584049
826	0.2644459668
827	0.2644394824
828	0.2644344173
829	0.2644252474
830	0.2644113509
831	0.2644045898
832	0.2643943717
833	0.2643768717
834	0.2643709635
835	0.2643633757
836	0.2643549544
837	0.2643450814
838	0.2643274642
839	0.2643158073
840	0.2643071908
841	0.2642986816
842	0.2642961361
843	0.264288138
844	0.2642758268
845	0.2642702734
846	0.2642615951
847	0.2642464551
848	0.2642371647
849	0.2642320736
850	0.2642243424
851	0.2642142057
852	0.2642077148
853	0.2642012826
854	0.2641952214
855	0.2641910677
856	0.2641846777
857	0.2641793066
858	0.2641736491
859	0.2641696322
860	0.2641619434
861	0.2641496615
862	0.2641440365
863	0.2641297461
864	0.264121556
865	0.2641136589
866	0.2641050326
867	0.2640935417
868	0.2640848633
869	0.2640793099
870	0.2640702832
871	0.2640586816
872	0.2640486003
873	0.2640385677
874	0.2640288542
875	0.2640225521
876	0.2640150651
877	0.2639981478
878	0.2639919499
879	0.2639823242
880	0.2639708822
881	0.263963099
882	0.2639509733
883	0.2639381803
884	0.2639298828
885	0.2639245052
886	0.2639195768
887	0.2639100879
888	0.2639019466
889	0.2638963249
890	0.2638907878
891	0.2638768685
892	0.2638672949
893	0.2638559635
894	0.2638455892
895	0.2638377962
896	0.2638325521
897	0.2638285352
898	0.2638223145
899	0.263807194
900	0.2637975228
901	0.2637916341
902	0.2637879264
903	0.2637839193
904	0.2637741048
905	0.2637655046
906	0.2637564974
907	0.2637492285
908	0.2637392871
909	0.2637317155
910	0.2637174056
911	0.2637108984
912	0.2637016016
913	0.2636910156
914	0.2636859538
915	0.2636798535
916	0.2636733659
917	0.263669668
918	0.2636616569
919	0.2636468978
920	0.2636375423
921	0.263631875
922	0.2636162467
923	0.263607054
924	0.2636024935
925	0.2635908757
926	0.2635862565
927	0.2635792806
928	0.2635709798
929	0.2635650684
930	0.2635619792
931	0.2635545605
932	0.2635474316
933	0.2635411263
934	0.2635293327
935	0.2635260677
936	0.2635155436
937	0.2635069206
938	0.263499694
939	0.263487041
940	0.2634807031
941	0.2634733561
942	0.2634664128
943	0.2634569987
944	0.2634501563
945	0.2634429329
946	0.2634347038
947	0.2634256445
948	0.2634171061
949	0.2634064779
950	0.2633960026
951	0.2633908464
952	0.2633793978
953	0.2633760417
954	0.2633711784
955	0.2633669694
956	0.2633598796
957	0.2633507487
958	0.2633427734
959	0.2633362467
960	0.2633245996
961	0.2633130566
962	0.2633094206
963	0.2633052018
964	0.2633002897
965	0.2632895671
966	0.2632842839
967	0.2632770345
968	0.2632687923
969	0.2632614974
970	0.2632548242
971	0.2632459798
972	0.2632369889
973	0.2632301465
974	0.2632258594
975	0.2632219792
976	0.2632175456
977	0.2632106901
978	0.2632034635
979	0.2631978646
980	0.2631933203
981	0.2631866667
982	0.2631834733
983	0.2631786393
984	0.2631702604
985	0.2631557129
986	0.2631455469
987	0.2631383594
988	0.2631322559
989	0.2631267904
990	0.2631194564
991	0.2631133366
992	0.2631003451
993	0.2630943783
994	0.2630864941
995	0.26307764
996	0.2630694076
997	0.2630632064
998	0.2630591146
999	0.2630519857
